symbol,organ_name,industry,market_cap,is_top_10
CQN,Công ty Cổ phần Cảng Quảng Ninh,Hàng & Dịch vụ Công nghiệp,2418.0,False
SWC,Tổng Công ty Cổ phần Đường Sông Miền Nam,Hàng & Dịch vụ Công nghiệp,2335.0,False
SGN,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,Hàng & Dịch vụ Công nghiệp,2146.0,False
VOS,Công ty Cổ phần Vận tải Biển Việt Nam,Hàng & Dịch vụ Công nghiệp,2051.0,False
PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,Hàng & Dịch vụ Công nghiệp,1719.0,False
ASG,Công ty Cổ phần Tập đoàn ASG,Hàng & Dịch vụ Công nghiệp,1598.0,False
PVP,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Hàng & Dịch vụ Công nghiệp,1576.0,False
APH,Công ty Cổ phần Tập đoàn An Phát Holdings,Hàng & Dịch vụ Công nghiệp,1517.0,False
QNP,Công ty Cổ phần Cảng Quy Nhơn,Hàng & Dịch vụ Công nghiệp,1354.0,False
LLM,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,Hàng & Dịch vụ Công nghiệp,1342.0,False
BTH,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,Hàng & Dịch vụ Công nghiệp,1271.0,False
CLL,Công ty Cổ phần Cảng Cát Lái,Hàng & Dịch vụ Công nghiệp,1164.0,False
ILB,Công ty Cổ phần ICD Tân Cảng - Long Bình,Hàng & Dịch vụ Công nghiệp,1050.0,False
INN,Công ty Cổ phần Bao bì và In Nông nghiệp,Hàng & Dịch vụ Công nghiệp,1041.0,False
VTO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Hàng & Dịch vụ Công nghiệp,1018.0,False
TCL,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Hàng & Dịch vụ Công nghiệp,1004.0,False
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Hàng & Dịch vụ Công nghiệp,966.0,False
WCS,Công ty Cổ phần Bến xe Miền Tây,Hàng & Dịch vụ Công nghiệp,950.0,False
DL1,Công ty Cổ phần Tập đoàn Alpha Seven,Hàng & Dịch vụ Công nghiệp,924.0,False
PDV,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Hàng & Dịch vụ Công nghiệp,913.0,False
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Hàng & Dịch vụ Công nghiệp,876.0,False
GSP,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,Hàng & Dịch vụ Công nghiệp,780.0,False
CKD,Công ty Cổ phần Cơ khí Đông Anh Licogi,Hàng & Dịch vụ Công nghiệp,760.0,False
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Hàng & Dịch vụ Công nghiệp,687.0,False
SVI,Công ty Cổ phần Bao bì Biên Hòa,Hàng & Dịch vụ Công nghiệp,681.0,False
TCW,Công ty Cổ phần Kho Vận Tân Cảng,Hàng & Dịch vụ Công nghiệp,673.0,False
VNA,Công ty Cổ phần Vận tải biển Vinaship,Hàng & Dịch vụ Công nghiệp,666.0,False
SFI,Công ty Cổ phần Đại lý Vận tải SAFI,Hàng & Dịch vụ Công nghiệp,639.0,False
SCY,Công ty Cổ phần Đóng tàu Sông Cấm,Hàng & Dịch vụ Công nghiệp,633.0,False
SBG,Công ty Cổ Phần Tập Đoàn Cơ Khí Công Nghệ Cao Siba,Hàng & Dịch vụ Công nghiệp,627.0,False
PVM,Công ty Cổ phần Máy - Thiết bị Dầu khí,Hàng & Dịch vụ Công nghiệp,592.0,False
DXP,Công ty Cổ phần Cảng Đoạn Xá,Hàng & Dịch vụ Công nghiệp,581.0,False
PCT,Công ty Cổ phần Vận tải Biển Global Pacific,Hàng & Dịch vụ Công nghiệp,580.0,False
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Hàng & Dịch vụ Công nghiệp,556.0,False
ILS,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,Hàng & Dịch vụ Công nghiệp,551.0,False
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Hàng & Dịch vụ Công nghiệp,542.0,False
IST,Công ty Cổ phần ICD Tân Cảng Sóng Thần,Hàng & Dịch vụ Công nghiệp,529.0,False
NAG,Công ty Cổ phần Tập đoàn Nagakawa,Hàng & Dịch vụ Công nghiệp,526.0,False
EMS,Tổng Công ty Chuyển phát nhanh Bưu điện - Công ty Cổ phần,Hàng & Dịch vụ Công nghiệp,525.0,False
PSP,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,Hàng & Dịch vụ Công nghiệp,523.0,False
PHN,Công ty Cổ phần Pin Hà Nội,Hàng & Dịch vụ Công nghiệp,508.0,False
TPP,Công ty Cổ phần Tân Phú Việt Nam,Hàng & Dịch vụ Công nghiệp,482.0,False
PSN,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Hàng & Dịch vụ Công nghiệp,472.0,False
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Hàng & Dịch vụ Công nghiệp,465.0,False
MAC,Công ty Cổ phần Tập đoàn Macstar,Hàng & Dịch vụ Công nghiệp,454.0,False
VNF,Công ty Cổ phần Vinafreight,Hàng & Dịch vụ Công nghiệp,444.0,False
AMS,Công ty Cổ phần Cơ khí Xây dựng AMECC,Hàng & Dịch vụ Công nghiệp,444.0,False
VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Hàng & Dịch vụ Công nghiệp,406.0,False
VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Hàng & Dịch vụ Công nghiệp,360.0,False
PNP,Công ty Cổ phần Tân Cảng – Phú Hữu,Hàng & Dịch vụ Công nghiệp,359.0,False
SZE,Công ty Cổ phần Môi trường Sonadezi,Hàng & Dịch vụ Công nghiệp,350.0,False
MHC,Công ty Cổ phần MHC,Hàng & Dịch vụ Công nghiệp,346.0,False
CCT,Công ty Cổ phần Cảng Cần Thơ,Hàng & Dịch vụ Công nghiệp,342.0,False
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,Hàng & Dịch vụ Công nghiệp,338.0,False
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Hàng & Dịch vụ Công nghiệp,331.0,False
TCO,Công ty Cổ phần TCO Holdings,Hàng & Dịch vụ Công nghiệp,327.0,False
AME,Công ty cổ phần Alphanam E&C,Hàng & Dịch vụ Công nghiệp,326.0,False
CCR,Công ty Cổ phần Cảng Cam Ranh,Hàng & Dịch vụ Công nghiệp,315.0,False
SRF,Công ty Cổ phần Searefico,Hàng & Dịch vụ Công nghiệp,302.0,False
VNL,Công ty Cổ phần Logistics Vinalink,Hàng & Dịch vụ Công nghiệp,284.0,False
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Hàng & Dịch vụ Công nghiệp,283.0,False
PBT,Công ty Cổ Phần Bao bì và Thương mại Dầu khí Bình Sơn,Hàng & Dịch vụ Công nghiệp,270.0,False
CMP,Công ty Cổ phần Cảng Chân Mây,Hàng & Dịch vụ Công nghiệp,262.0,False
HSA,Công ty Cổ phần HESTIA,Hàng & Dịch vụ Công nghiệp,260.0,False
SGS,Công ty Cổ phần Vận tải biển Sài Gòn,Hàng & Dịch vụ Công nghiệp,258.0,False
PJT,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Hàng & Dịch vụ Công nghiệp,255.0,False
ABR,Công ty Cổ phần Đầu tư Nhãn Hiệu Việt,Hàng & Dịch vụ Công nghiệp,244.0,False
VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Hàng & Dịch vụ Công nghiệp,242.0,False
PMS,Công ty Cổ phần Cơ khí Xăng dầu,Hàng & Dịch vụ Công nghiệp,235.0,False
VST,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Hàng & Dịch vụ Công nghiệp,231.0,False
VGP,Công ty Cổ phần Cảng Rau Quả,Hàng & Dịch vụ Công nghiệp,231.0,False
TSB,Công ty Cổ phần Ắc quy Tia Sáng,Hàng & Dịch vụ Công nghiệp,226.0,False
NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Hàng & Dịch vụ Công nghiệp,217.0,False
L10,Công ty Cổ phần Lilama 10,Hàng & Dịch vụ Công nghiệp,217.0,False
VMS,Công ty Cổ phần Phát triển Hàng Hải,Hàng & Dịch vụ Công nghiệp,206.0,False
SVG,Công ty Cổ phần Hơi kỹ nghệ Que hàn,Hàng & Dịch vụ Công nghiệp,197.0,False
PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Hàng & Dịch vụ Công nghiệp,193.0,False
HMH,Công ty Cổ phần Hải Minh,Hàng & Dịch vụ Công nghiệp,193.0,False
CJC,Công ty Cổ phần Cơ điện Miền Trung,Hàng & Dịch vụ Công nghiệp,192.0,False
QHD,Công ty Cổ phần Que hàn điện Việt Đức,Hàng & Dịch vụ Công nghiệp,189.0,False
GIC,Công ty Cổ phần VSC Green Logistics,Hàng & Dịch vụ Công nghiệp,182.0,False
CIA,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,Hàng & Dịch vụ Công nghiệp,181.0,False
VFR,Công ty Cổ phần Vận tải và Thuê tàu,Hàng & Dịch vụ Công nghiệp,178.0,False
PPS,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Hàng & Dịch vụ Công nghiệp,178.0,False
TJC,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,Hàng & Dịch vụ Công nghiệp,172.0,False
NO1,Công ty Cổ phần Tâp đoàn 911,Hàng & Dịch vụ Công nghiệp,172.0,False
CPI,Công ty Cổ phần Đầu tư Cảng Cái Lân,Hàng & Dịch vụ Công nghiệp,170.0,False
TOT,Công ty Cổ phần Transimex Logistics,Hàng & Dịch vụ Công nghiệp,169.0,False
SDG,Công ty Cổ phần Sadico Cần Thơ,Hàng & Dịch vụ Công nghiệp,152.0,False
VTX,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Hàng & Dịch vụ Công nghiệp,151.0,False
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Hàng & Dịch vụ Công nghiệp,149.0,False
ITS,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Hàng & Dịch vụ Công nghiệp,148.0,False
HNB,Công ty Cổ phần Bến xe Hà Nội,Hàng & Dịch vụ Công nghiệp,133.0,False
VLG,Công ty Cổ phần VIMC Logistics,Hàng & Dịch vụ Công nghiệp,128.0,False
MTS,Công ty Cổ phần Vật tư - TKV,Hàng & Dịch vụ Công nghiệp,128.0,False
HTV,Công ty Cổ phần Logistics Vicem,Hàng & Dịch vụ Công nghiệp,121.0,False
PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Hàng & Dịch vụ Công nghiệp,120.0,False
DHP,Công ty Cổ phần Điện cơ Hải Phòng,Hàng & Dịch vụ Công nghiệp,114.0,False
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Hàng & Dịch vụ Công nghiệp,109.0,False
VTB,Công ty Cổ phần Viettronics Tân Bình,Hàng & Dịch vụ Công nghiệp,108.0,False
CAG,Công ty Cổ phần Cảng An Giang,Hàng & Dịch vụ Công nghiệp,106.0,False
KIP,Công ty Cổ phần K.I.P Việt Nam,Hàng & Dịch vụ Công nghiệp,105.0,False
ARM,Công ty Cổ phần Xuất nhập khẩu Hàng không,Hàng & Dịch vụ Công nghiệp,88.0,False
LPT,Công ty Cổ phần Thương mại và Sản xuất Lập Phương Thành,Hàng & Dịch vụ Công nghiệp,83.0,False
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,Hàng & Dịch vụ Công nghiệp,83.0,False
VSM,Công ty Cổ phần Container Miền Trung,Hàng & Dịch vụ Công nghiệp,78.0,False
CTT,Công ty Cổ phần Chế tạo máy - Vinacomin,Hàng & Dịch vụ Công nghiệp,77.0,False
STP,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,Hàng & Dịch vụ Công nghiệp,73.0,False
SDA,Công ty Cổ phần SIMCO Sông Đà,Hàng & Dịch vụ Công nghiệp,71.0,False
PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Hàng & Dịch vụ Công nghiệp,71.0,False
PRC,Công ty Cổ phần Logistics Portserco,Hàng & Dịch vụ Công nghiệp,69.0,False
HPB,Công ty Cổ phần Bao bì PP,Hàng & Dịch vụ Công nghiệp,69.0,False
VTH,Công ty Cổ phần Dây cáp điện Việt Thái,Hàng & Dịch vụ Công nghiệp,65.0,False
PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Hàng & Dịch vụ Công nghiệp,60.0,False
DS3,Công ty Cổ phần DS3,Hàng & Dịch vụ Công nghiệp,59.0,False
DUS,Công ty Cổ phần Dịch vụ Đô thị Đà Lạt,Hàng & Dịch vụ Công nghiệp,58.0,False
SAC,Công ty Cổ phần Xếp dỡ và Dịch vụ cảng Sài Gòn,Hàng & Dịch vụ Công nghiệp,57.0,False
PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Hàng & Dịch vụ Công nghiệp,56.0,False
SHC,Công ty Cổ phần Hàng hải Sài Gòn,Hàng & Dịch vụ Công nghiệp,55.0,False
SDK,Công ty Cổ phần Cơ khí Luyện Kim,Hàng & Dịch vụ Công nghiệp,55.0,False
PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Hàng & Dịch vụ Công nghiệp,52.0,False
VQC,Công ty Cổ phần Giám định Vinaconmin,Hàng & Dịch vụ Công nghiệp,51.0,False
SFN,Công ty Cổ phần Dệt lưới Sài Gòn,Hàng & Dịch vụ Công nghiệp,51.0,False
SSG,Công ty Cổ phần Vận tải Biển Hải Âu,Hàng & Dịch vụ Công nghiệp,48.0,False
VCM,Công ty Cổ phần BV Life,Hàng & Dịch vụ Công nghiệp,47.0,False
BXH,Công ty Cổ phần VICEM Bao bì Hải Phòng,Hàng & Dịch vụ Công nghiệp,45.0,False
ILC,Công ty Cổ phần Hợp tác lao động với nước ngoài,Hàng & Dịch vụ Công nghiệp,41.0,False
BPC,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,Hàng & Dịch vụ Công nghiệp,40.0,False
CMC,Công ty Cổ phần Đầu tư CMC,Hàng & Dịch vụ Công nghiệp,34.0,False
DPC,Công ty Cổ phần Nhựa Đà Nẵng,Hàng & Dịch vụ Công nghiệp,33.0,False
TIE,Công ty Cổ phần TIE,Hàng & Dịch vụ Công nghiệp,31.0,False
VPA,Công ty Cổ phần Vận tải Hóa dầu VP,Hàng & Dịch vụ Công nghiệp,30.0,False
HBD,Công ty Cổ phần Bao bì PP Bình Dương,Hàng & Dịch vụ Công nghiệp,30.0,False
VSG,Công ty Cổ phần Container Phía Nam,Hàng & Dịch vụ Công nghiệp,28.0,False
L62,Công ty Cổ phần Lilama 69 - 2,Hàng & Dịch vụ Công nghiệp,27.0,False
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,Hàng & Dịch vụ Công nghiệp,26.0,False
PPE,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,Hàng & Dịch vụ Công nghiệp,25.0,False
HCT,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,Hàng & Dịch vụ Công nghiệp,24.0,False
DDM,Công ty Cổ phần Hàng hải Đông Đô,Hàng & Dịch vụ Công nghiệp,20.0,False
VBH,Công ty Cổ phần Điện tử Bình Hòa,Hàng & Dịch vụ Công nghiệp,19.0,False
SDC,Công ty Cổ phần Tư vấn Sông Đà,Hàng & Dịch vụ Công nghiệp,19.0,False
SCO,Công ty Cổ phần Công nghiệp Thủy sản,Hàng & Dịch vụ Công nghiệp,17.0,False
DZM,Công ty Cổ phần Cơ điện Dzĩ An,Hàng & Dịch vụ Công nghiệp,16.0,False
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Hàng & Dịch vụ Công nghiệp,15.0,False
LM7,Công ty Cổ phần Lilama 7,Hàng & Dịch vụ Công nghiệp,12.0,False
L61,Công ty Cổ phần Lilama 69-1,Hàng & Dịch vụ Công nghiệp,10.0,False
L35,Công ty Cổ phần Cơ khí Lắp máy Lilama,Hàng & Dịch vụ Công nghiệp,10.0,False
BTG,Công ty Cổ phần Bao bì Tiền Giang,Hàng & Dịch vụ Công nghiệp,10.0,False
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Hàng & Dịch vụ Công nghiệp,8.0,False
HDO,Công ty Cổ phần Hưng Đạo Container,Hàng & Dịch vụ Công nghiệp,7.0,False
LO5,Công ty Cổ phần Lilama 5,Hàng & Dịch vụ Công nghiệp,6.0,False
L44,Công ty Cổ phần Lilama 45.4,Hàng & Dịch vụ Công nghiệp,2.0,False
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Hàng cá nhân & Gia dụng,26357.0,True
VGT,Tập đoàn Dệt May Việt Nam,Hàng cá nhân & Gia dụng,5582.0,True
TLG,Công ty Cổ phần Tập đoàn Thiên Long,Hàng cá nhân & Gia dụng,4478.0,True
MSH,Công ty Cổ phần May Sông Hồng,Hàng cá nhân & Gia dụng,3978.0,True
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Hàng cá nhân & Gia dụng,3227.0,True
STK,Công ty Cổ phần Sợi Thế Kỷ,Hàng cá nhân & Gia dụng,2571.0,True
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Hàng cá nhân & Gia dụng,2284.0,True
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,Hàng cá nhân & Gia dụng,2256.0,True
VGG,Tổng Công Ty Cổ phần May Việt Tiến,Hàng cá nhân & Gia dụng,2067.0,True
PPH,Tổng Công ty Cổ phần Phong Phú,Hàng cá nhân & Gia dụng,2016.0,True
LIX,Công ty Cổ phần Bột Giặt LiX,Hàng cá nhân & Gia dụng,1954.0,False
NET,Công ty Cổ phần Bột giặt Net,Hàng cá nhân & Gia dụng,1834.0,False
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,Hàng cá nhân & Gia dụng,1727.0,False
HTG,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Hàng cá nhân & Gia dụng,1546.0,False
CLC,Công ty Cổ phần Cát Lợi,Hàng cá nhân & Gia dụng,1337.0,False
SGI,Công ty Cổ phần Đầu tư phát triển Sài Gòn 3 Group,Hàng cá nhân & Gia dụng,981.0,False
BDG,Công ty Cổ phần May mặc Bình Dương,Hàng cá nhân & Gia dụng,845.0,False
HUG,Tổng công ty May Hưng Yên - Công ty Cổ phần,Hàng cá nhân & Gia dụng,712.0,False
MNB,Tổng Công ty May Nhà Bè - Công ty Cổ phần,Hàng cá nhân & Gia dụng,682.0,False
HDM,Công ty Cổ phần Dệt May Huế,Hàng cá nhân & Gia dụng,645.0,False
M10,Tổng công ty May 10 - Công ty Cổ phần,Hàng cá nhân & Gia dụng,637.0,False
ADS,Công ty Cổ phần DAMSAN,Hàng cá nhân & Gia dụng,599.0,False
HNI,Công ty Cổ phần May Hữu Nghị,Hàng cá nhân & Gia dụng,571.0,False
GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,Hàng cá nhân & Gia dụng,537.0,False
XHC,Công ty Cổ phần Xuân Hòa Việt Nam,Hàng cá nhân & Gia dụng,401.0,False
EVE,Công ty Cổ phần Everpia,Hàng cá nhân & Gia dụng,390.0,False
DM7,Công ty Cổ phần Dệt may 7,Hàng cá nhân & Gia dụng,350.0,False
TVT,Tổng Công ty Việt Thắng - CTCP,Hàng cá nhân & Gia dụng,342.0,False
GLT,Công ty Cổ phần Kỹ thuật điện Toàn Cầu,Hàng cá nhân & Gia dụng,317.0,False
DQC,Công ty Cổ phần Tập đoàn Điện Quang,Hàng cá nhân & Gia dụng,305.0,False
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Hàng cá nhân & Gia dụng,254.0,False
SPB,Công ty Cổ phần Sợi Phú Bài,Hàng cá nhân & Gia dụng,234.0,False
X20,Công ty Cổ phần X20,Hàng cá nhân & Gia dụng,233.0,False
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,Hàng cá nhân & Gia dụng,220.0,False
BKG,Công ty Cổ phần Đầu tư BKG Việt Nam,Hàng cá nhân & Gia dụng,204.0,False
NTT,Công ty Cổ phần Dệt - May Nha Trang,Hàng cá nhân & Gia dụng,202.0,False
XPH,Công ty Cổ phần Xà phòng Hà Nội,Hàng cá nhân & Gia dụng,190.0,False
BBT,Công ty Cổ phần Bông Bạch Tuyết,Hàng cá nhân & Gia dụng,182.0,False
KMR,Công ty Cổ phần Mirae,Hàng cá nhân & Gia dụng,172.0,False
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,Hàng cá nhân & Gia dụng,162.0,False
TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Hàng cá nhân & Gia dụng,155.0,False
GMC,Công ty Cổ phần Garmex Sài Gòn,Hàng cá nhân & Gia dụng,137.0,False
NST,Công ty Cổ phần Ngân Sơn,Hàng cá nhân & Gia dụng,134.0,False
ASA,Công ty Cổ phần ASA,Hàng cá nhân & Gia dụng,126.0,False
HSM,Tổng Công ty Cổ phần Dệt May Hà Nội,Hàng cá nhân & Gia dụng,107.0,False
SHE,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà,Hàng cá nhân & Gia dụng,106.0,False
SVD,Công ty Cổ phần Đầu tư & Thương mại Vũ Đăng,Hàng cá nhân & Gia dụng,88.0,False
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,Hàng cá nhân & Gia dụng,80.0,False
HJC,Công ty Cổ phần Hoà Việt,Hàng cá nhân & Gia dụng,80.0,False
DCS,Công ty Cổ phần Tập đoàn Đại Châu,Hàng cá nhân & Gia dụng,60.0,False
KSD,Công ty Cổ phần Đầu tư DNA,Hàng cá nhân & Gia dụng,58.0,False
VTJ,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,Hàng cá nhân & Gia dụng,42.0,False
FTM,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,Hàng cá nhân & Gia dụng,30.0,False
CET,Công ty Cổ phần HTC Holding,Hàng cá nhân & Gia dụng,27.0,False
MPT,Công ty Cổ phần Tập đoàn MPT,Hàng cá nhân & Gia dụng,14.0,False
G20,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc,Hàng cá nhân & Gia dụng,7.0,False
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Hóa chất,108800.0,True
DGC,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Hóa chất,35205.0,True
DCM,Công ty Cổ phần Phân bón Dầu Khí Cà Mau,Hóa chất,18053.0,True
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Hóa chất,13931.0,True
PHR,Công ty Cổ phần Cao su Phước Hòa,Hóa chất,6910.0,True
CSV,Công ty Cổ phần Hóa chất Cơ bản miền Nam,Hóa chất,4033.0,True
DDV,Công ty Cổ phần DAP - Vinachem,Hóa chất,3819.0,True
DPR,Công ty Cổ phần Cao su Đồng Phú,Hóa chất,3254.0,True
VFG,Công ty Cổ phần Khử trùng Việt Nam,Hóa chất,2699.0,True
AAA,Công ty Cổ phần Nhựa An Phát Xanh,Hóa chất,2695.0,True
RTB,Công ty Cổ phần Cao su Tân Biên,Hóa chất,2601.0,False
BFC,Công ty Cổ phần Phân bón Bình Điền,Hóa chất,2510.0,False
DHB,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,Hóa chất,2450.0,False
LAS,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Hóa chất,2449.0,False
PAT,Công ty Cổ phần Phốt pho Apatit Việt Nam,Hóa chất,2233.0,False
BRR,Công ty Cổ phần Cao su Bà Rịa,Hóa chất,2171.0,False
PLC,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,Hóa chất,2085.0,False
TRC,Công ty Cổ phần Cao su Tây Ninh,Hóa chất,1943.0,False
VTZ,Công ty Cổ phần Sản xuất và Thương mại Nhựa Việt Thành,Hóa chất,1302.0,False
DRG,Công ty Cổ phần Cao su Đắk Lắk,Hóa chất,1293.0,False
NHH,Công ty Cổ phần Nhựa Hà Nội,Hóa chất,1137.0,False
HRC,Công ty Cổ phần Cao su Hòa Bình,Hóa chất,997.0,False
DRI,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,Hóa chất,895.0,False
NFC,Công ty Cổ phần Phân lân Ninh Bình,Hóa chất,834.0,False
HVT,Công ty Cổ phần Hóa chất Việt Trì,Hóa chất,805.0,False
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Hóa chất,766.0,False
SBR,Công ty Cổ phần Cao su Sông Bé,Hóa chất,659.0,False
TNC,Công ty Cổ phần Cao su Thống Nhất,Hóa chất,580.0,False
SFG,Công ty Cổ phần Phân bón Miền Nam,Hóa chất,570.0,False
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Hóa chất,551.0,False
PCH,Công ty Cổ phần Nhựa Picomat,Hóa chất,411.0,False
VNP,Công ty Cổ phần Nhựa Việt Nam,Hóa chất,335.0,False
AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,Hóa chất,311.0,False
HII,Công ty Cổ phần An Tiến Industries,Hóa chất,302.0,False
PLP,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Hóa chất,297.0,False
ABS,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,Hóa chất,278.0,False
HAI,Công ty Cổ phần Nông dược HAI,Hóa chất,274.0,False
HCD,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD,Hóa chất,265.0,False
VET,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,Hóa chất,261.0,False
VPS,Công ty Cổ phần Thuốc sát trùng Việt Nam,Hóa chất,230.0,False
PCE,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Hóa chất,210.0,False
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Hóa chất,194.0,False
BRC,Công ty Cổ phần Cao su Bến Thành,Hóa chất,173.0,False
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,Hóa chất,143.0,False
PSE,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,Hóa chất,142.0,False
IRC,Công ty Cổ phần Cao su Công nghiệp,Hóa chất,140.0,False
VTQ,Công ty Cổ phần Việt Trung Quảng Bình,Hóa chất,137.0,False
PSW,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,Hóa chất,136.0,False
SJF,Công ty Cổ phần Đầu tư Sao Thái Dương,Hóa chất,135.0,False
PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Hóa chất,128.0,False
VNY,Công ty Cổ phần Thuốc thú y Trung ương I,Hóa chất,117.0,False
SPC,Công ty Cổ phần Bảo vệ Thực vật Sài Gòn,Hóa chất,103.0,False
DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á,Hóa chất,84.0,False
CPC,Công ty Cổ phần Thuốc sát trùng Cần Thơ,Hóa chất,80.0,False
RDP,Công ty Cổ phần Rạng Đông Holding,Hóa chất,64.0,False
PGN,Công ty Cổ phần Phụ Gia Nhựa,Hóa chất,59.0,False
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Hóa chất,42.0,False
APP,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ,Hóa chất,26.0,False
